,FIPS,Median Income,Transit Scores,Test Date,New Positives,Cumulative Positives,Total Tests,Cumulative Tests
0,36001,64536.0,7100041237.0,2020-06-07,17.0,1978.0,1194.0,32194.0
1,36001,64536.0,7100041237.0,2020-06-06,8.0,1961.0,751.0,31000.0
2,36001,64536.0,7100041237.0,2020-06-05,12.0,1953.0,1164.0,30249.0
3,36001,64536.0,7100041237.0,2020-06-04,11.0,1941.0,1179.0,29085.0
4,36001,64536.0,7100041237.0,2020-06-03,10.0,1930.0,817.0,27906.0
5,36001,64536.0,7100041237.0,2020-06-02,20.0,1920.0,1170.0,27089.0
6,36001,64536.0,7100041237.0,2020-06-01,18.0,1900.0,618.0,25919.0
7,36001,64536.0,7100041237.0,2020-05-31,22.0,1882.0,537.0,25301.0
8,36001,64536.0,7100041237.0,2020-05-30,17.0,1860.0,760.0,24764.0
9,36001,64536.0,7100041237.0,2020-05-29,9.0,1843.0,521.0,24004.0
10,36001,64536.0,7100041237.0,2020-05-28,20.0,1834.0,416.0,23483.0
11,36001,64536.0,7100041237.0,2020-05-27,18.0,1814.0,666.0,23067.0
12,36001,64536.0,7100041237.0,2020-05-26,3.0,1796.0,369.0,22401.0
13,36001,64536.0,7100041237.0,2020-05-25,2.0,1793.0,328.0,22032.0
14,36001,64536.0,7100041237.0,2020-05-24,9.0,1791.0,378.0,21704.0
15,36001,64536.0,7100041237.0,2020-05-23,12.0,1782.0,438.0,21326.0
16,36001,64536.0,7100041237.0,2020-05-22,14.0,1770.0,655.0,20888.0
17,36001,64536.0,7100041237.0,2020-05-21,56.0,1756.0,920.0,20233.0
18,36001,64536.0,7100041237.0,2020-05-20,18.0,1700.0,650.0,19313.0
19,36001,64536.0,7100041237.0,2020-05-19,27.0,1682.0,697.0,18663.0
20,36001,64536.0,7100041237.0,2020-05-18,45.0,1655.0,398.0,17966.0
21,36001,64536.0,7100041237.0,2020-05-17,31.0,1610.0,342.0,17568.0
22,36001,64536.0,7100041237.0,2020-05-16,7.0,1579.0,411.0,17226.0
23,36001,64536.0,7100041237.0,2020-05-15,34.0,1572.0,482.0,16815.0
24,36001,64536.0,7100041237.0,2020-05-14,29.0,1538.0,541.0,16333.0
25,36001,64536.0,7100041237.0,2020-05-13,15.0,1509.0,546.0,15792.0
26,36001,64536.0,7100041237.0,2020-05-12,15.0,1494.0,335.0,15246.0
27,36001,64536.0,7100041237.0,2020-05-11,23.0,1479.0,341.0,14911.0
28,36001,64536.0,7100041237.0,2020-05-10,24.0,1456.0,384.0,14570.0
29,36001,64536.0,7100041237.0,2020-05-09,16.0,1432.0,455.0,14186.0
30,36001,64536.0,7100041237.0,2020-05-08,32.0,1416.0,488.0,13731.0
31,36001,64536.0,7100041237.0,2020-05-07,36.0,1384.0,385.0,13243.0
32,36001,64536.0,7100041237.0,2020-05-06,27.0,1348.0,407.0,12858.0
33,36001,64536.0,7100041237.0,2020-05-05,27.0,1321.0,367.0,12451.0
34,36001,64536.0,7100041237.0,2020-05-04,7.0,1294.0,130.0,12084.0
35,36001,64536.0,7100041237.0,2020-05-03,29.0,1287.0,391.0,11954.0
36,36001,64536.0,7100041237.0,2020-05-02,20.0,1258.0,441.0,11563.0
37,36001,64536.0,7100041237.0,2020-05-01,34.0,1238.0,434.0,11122.0
38,36001,64536.0,7100041237.0,2020-04-30,39.0,1204.0,378.0,10688.0
39,36001,64536.0,7100041237.0,2020-04-29,98.0,1165.0,439.0,10310.0
40,36001,64536.0,7100041237.0,2020-04-28,58.0,1067.0,351.0,9871.0
41,36001,64536.0,7100041237.0,2020-04-27,30.0,1009.0,197.0,9520.0
42,36001,64536.0,7100041237.0,2020-04-26,31.0,979.0,263.0,9323.0
43,36001,64536.0,7100041237.0,2020-04-25,49.0,948.0,402.0,9060.0
44,36001,64536.0,7100041237.0,2020-04-24,94.0,899.0,626.0,8658.0
45,36001,64536.0,7100041237.0,2020-04-23,47.0,805.0,319.0,8032.0
46,36001,64536.0,7100041237.0,2020-04-22,21.0,758.0,178.0,7713.0
47,36001,64536.0,7100041237.0,2020-04-21,33.0,737.0,236.0,7535.0
48,36001,64536.0,7100041237.0,2020-04-20,17.0,704.0,164.0,7299.0
49,36001,64536.0,7100041237.0,2020-04-19,5.0,687.0,103.0,7135.0
50,36001,64536.0,7100041237.0,2020-04-18,34.0,682.0,305.0,7032.0
51,36001,64536.0,7100041237.0,2020-04-17,29.0,648.0,291.0,6727.0
52,36001,64536.0,7100041237.0,2020-04-16,38.0,619.0,273.0,6436.0
53,36001,64536.0,7100041237.0,2020-04-15,33.0,581.0,301.0,6163.0
54,36001,64536.0,7100041237.0,2020-04-14,13.0,548.0,106.0,5862.0
55,36001,64536.0,7100041237.0,2020-04-13,36.0,535.0,216.0,5756.0
56,36001,64536.0,7100041237.0,2020-04-12,21.0,499.0,193.0,5540.0
57,36001,64536.0,7100041237.0,2020-04-11,32.0,478.0,223.0,5347.0
58,36001,64536.0,7100041237.0,2020-04-10,20.0,446.0,159.0,5124.0
59,36001,64536.0,7100041237.0,2020-04-09,47.0,426.0,332.0,4965.0
60,36001,64536.0,7100041237.0,2020-04-08,37.0,379.0,229.0,4633.0
61,36001,64536.0,7100041237.0,2020-04-07,9.0,342.0,74.0,4404.0
62,36001,64536.0,7100041237.0,2020-04-06,14.0,333.0,86.0,4330.0
63,36001,64536.0,7100041237.0,2020-04-05,14.0,319.0,89.0,4244.0
64,36001,64536.0,7100041237.0,2020-04-04,12.0,305.0,117.0,4155.0
65,36001,64536.0,7100041237.0,2020-04-03,26.0,293.0,123.0,4038.0
66,36001,64536.0,7100041237.0,2020-04-02,14.0,267.0,105.0,3915.0
67,36001,64536.0,7100041237.0,2020-04-01,13.0,253.0,106.0,3810.0
68,36001,64536.0,7100041237.0,2020-03-31,14.0,240.0,108.0,3704.0
69,36001,64536.0,7100041237.0,2020-03-30,9.0,226.0,72.0,3596.0
70,36001,64536.0,7100041237.0,2020-03-29,12.0,217.0,61.0,3524.0
71,36001,64536.0,7100041237.0,2020-03-28,10.0,205.0,73.0,3463.0
72,36001,64536.0,7100041237.0,2020-03-27,8.0,195.0,101.0,3390.0
73,36001,64536.0,7100041237.0,2020-03-26,16.0,187.0,112.0,3289.0
74,36001,64536.0,7100041237.0,2020-03-25,19.0,171.0,93.0,3177.0
75,36001,64536.0,7100041237.0,2020-03-24,6.0,152.0,198.0,3084.0
76,36001,64536.0,7100041237.0,2020-03-23,19.0,146.0,144.0,2886.0
77,36001,64536.0,7100041237.0,2020-03-22,4.0,127.0,197.0,2742.0
78,36001,64536.0,7100041237.0,2020-03-21,35.0,123.0,577.0,2545.0
79,36001,64536.0,7100041237.0,2020-03-20,27.0,88.0,499.0,1968.0
80,36001,64536.0,7100041237.0,2020-03-19,18.0,61.0,450.0,1469.0
81,36001,64536.0,7100041237.0,2020-03-18,7.0,43.0,331.0,1019.0
82,36001,64536.0,7100041237.0,2020-03-17,13.0,36.0,267.0,688.0
83,36001,64536.0,7100041237.0,2020-03-16,11.0,23.0,140.0,421.0
84,36001,64536.0,7100041237.0,2020-03-15,6.0,12.0,108.0,281.0
85,36001,64536.0,7100041237.0,2020-03-14,3.0,6.0,108.0,173.0
86,36001,64536.0,7100041237.0,2020-03-13,2.0,3.0,26.0,65.0
87,36001,64536.0,7100041237.0,2020-03-12,1.0,1.0,11.0,39.0
88,36001,64536.0,7100041237.0,2020-03-11,0.0,0.0,13.0,28.0
89,36001,64536.0,7100041237.0,2020-03-10,0.0,0.0,2.0,15.0
90,36001,64536.0,7100041237.0,2020-03-09,0.0,0.0,3.0,13.0
91,36001,64536.0,7100041237.0,2020-03-08,0.0,0.0,2.0,10.0
92,36001,64536.0,7100041237.0,2020-03-07,0.0,0.0,5.0,8.0
93,36001,64536.0,7100041237.0,2020-03-06,0.0,0.0,0.0,3.0
94,36001,64536.0,7100041237.0,2020-03-05,0.0,0.0,3.0,3.0
95,36001,64536.0,7100041237.0,2020-03-04,0.0,0.0,0.0,0.0
96,36001,64536.0,7100041237.0,2020-03-03,0.0,0.0,0.0,0.0
97,36001,64536.0,7100041237.0,2020-03-02,0.0,0.0,0.0,0.0
98,36003,46262.0,80458715.0,2020-06-07,0.0,51.0,149.0,3117.0
99,36003,46262.0,80458715.0,2020-06-06,0.0,51.0,98.0,2968.0
100,36003,46262.0,80458715.0,2020-06-05,0.0,51.0,309.0,2870.0
101,36003,46262.0,80458715.0,2020-06-04,2.0,51.0,154.0,2561.0
102,36003,46262.0,80458715.0,2020-06-03,0.0,49.0,131.0,2407.0
103,36003,46262.0,80458715.0,2020-06-02,1.0,49.0,181.0,2276.0
104,36003,46262.0,80458715.0,2020-06-01,0.0,48.0,160.0,2095.0
105,36003,46262.0,80458715.0,2020-05-31,3.0,48.0,100.0,1935.0
106,36003,46262.0,80458715.0,2020-05-30,0.0,45.0,51.0,1835.0
107,36003,46262.0,80458715.0,2020-05-29,0.0,45.0,64.0,1784.0
108,36003,46262.0,80458715.0,2020-05-28,0.0,45.0,60.0,1720.0
109,36003,46262.0,80458715.0,2020-05-27,0.0,45.0,98.0,1660.0
110,36003,46262.0,80458715.0,2020-05-26,1.0,45.0,96.0,1562.0
111,36003,46262.0,80458715.0,2020-05-25,0.0,44.0,28.0,1466.0
112,36003,46262.0,80458715.0,2020-05-24,0.0,44.0,53.0,1438.0
113,36003,46262.0,80458715.0,2020-05-23,0.0,44.0,33.0,1385.0
114,36003,46262.0,80458715.0,2020-05-22,0.0,44.0,26.0,1352.0
115,36003,46262.0,80458715.0,2020-05-21,0.0,44.0,47.0,1326.0
116,36003,46262.0,80458715.0,2020-05-20,0.0,44.0,68.0,1279.0
117,36003,46262.0,80458715.0,2020-05-19,0.0,44.0,49.0,1211.0
118,36003,46262.0,80458715.0,2020-05-18,0.0,44.0,28.0,1162.0
119,36003,46262.0,80458715.0,2020-05-17,0.0,44.0,89.0,1134.0
120,36003,46262.0,80458715.0,2020-05-16,0.0,44.0,36.0,1045.0
121,36003,46262.0,80458715.0,2020-05-15,0.0,44.0,27.0,1009.0
122,36003,46262.0,80458715.0,2020-05-14,0.0,44.0,44.0,982.0
123,36003,46262.0,80458715.0,2020-05-13,0.0,44.0,53.0,938.0
124,36003,46262.0,80458715.0,2020-05-12,2.0,44.0,39.0,885.0
125,36003,46262.0,80458715.0,2020-05-11,4.0,42.0,41.0,846.0
126,36003,46262.0,80458715.0,2020-05-10,2.0,38.0,35.0,805.0
127,36003,46262.0,80458715.0,2020-05-09,1.0,36.0,20.0,770.0
128,36003,46262.0,80458715.0,2020-05-08,0.0,35.0,18.0,750.0
129,36003,46262.0,80458715.0,2020-05-07,0.0,35.0,33.0,732.0
130,36003,46262.0,80458715.0,2020-05-06,0.0,35.0,40.0,699.0
131,36003,46262.0,80458715.0,2020-05-05,0.0,35.0,22.0,659.0
132,36003,46262.0,80458715.0,2020-05-04,0.0,35.0,31.0,637.0
133,36003,46262.0,80458715.0,2020-05-03,0.0,35.0,14.0,606.0
134,36003,46262.0,80458715.0,2020-05-02,0.0,35.0,18.0,592.0
135,36003,46262.0,80458715.0,2020-05-01,0.0,35.0,11.0,574.0
136,36003,46262.0,80458715.0,2020-04-30,0.0,35.0,20.0,563.0
137,36003,46262.0,80458715.0,2020-04-29,0.0,35.0,18.0,543.0
138,36003,46262.0,80458715.0,2020-04-28,0.0,35.0,26.0,525.0
139,36003,46262.0,80458715.0,2020-04-27,0.0,35.0,14.0,499.0
140,36003,46262.0,80458715.0,2020-04-26,0.0,35.0,9.0,485.0
141,36003,46262.0,80458715.0,2020-04-25,0.0,35.0,12.0,476.0
142,36003,46262.0,80458715.0,2020-04-24,4.0,35.0,61.0,464.0
143,36003,46262.0,80458715.0,2020-04-23,1.0,31.0,10.0,403.0
144,36003,46262.0,80458715.0,2020-04-22,0.0,30.0,14.0,393.0
145,36003,46262.0,80458715.0,2020-04-21,0.0,30.0,10.0,379.0
146,36003,46262.0,80458715.0,2020-04-20,0.0,30.0,9.0,369.0
147,36003,46262.0,80458715.0,2020-04-19,0.0,30.0,5.0,360.0
148,36003,46262.0,80458715.0,2020-04-18,0.0,30.0,7.0,355.0
149,36003,46262.0,80458715.0,2020-04-17,1.0,30.0,15.0,348.0
150,36003,46262.0,80458715.0,2020-04-16,1.0,29.0,21.0,333.0
151,36003,46262.0,80458715.0,2020-04-15,0.0,28.0,8.0,312.0
152,36003,46262.0,80458715.0,2020-04-14,0.0,28.0,10.0,304.0
153,36003,46262.0,80458715.0,2020-04-13,2.0,28.0,14.0,294.0
154,36003,46262.0,80458715.0,2020-04-12,0.0,26.0,5.0,280.0
155,36003,46262.0,80458715.0,2020-04-11,0.0,26.0,11.0,275.0
156,36003,46262.0,80458715.0,2020-04-10,0.0,26.0,16.0,264.0
157,36003,46262.0,80458715.0,2020-04-09,4.0,26.0,21.0,248.0
158,36003,46262.0,80458715.0,2020-04-08,1.0,22.0,12.0,227.0
159,36003,46262.0,80458715.0,2020-04-07,4.0,21.0,16.0,215.0
160,36003,46262.0,80458715.0,2020-04-06,0.0,17.0,3.0,199.0
161,36003,46262.0,80458715.0,2020-04-05,1.0,17.0,8.0,196.0
162,36003,46262.0,80458715.0,2020-04-04,0.0,16.0,8.0,188.0
163,36003,46262.0,80458715.0,2020-04-03,2.0,16.0,13.0,180.0
164,36003,46262.0,80458715.0,2020-04-02,2.0,14.0,18.0,167.0
165,36003,46262.0,80458715.0,2020-04-01,3.0,12.0,14.0,149.0
166,36003,46262.0,80458715.0,2020-03-31,2.0,9.0,10.0,135.0
167,36003,46262.0,80458715.0,2020-03-30,0.0,7.0,4.0,125.0
168,36003,46262.0,80458715.0,2020-03-29,1.0,7.0,7.0,121.0
169,36003,46262.0,80458715.0,2020-03-28,4.0,6.0,12.0,114.0
170,36003,46262.0,80458715.0,2020-03-27,0.0,2.0,4.0,102.0
171,36003,46262.0,80458715.0,2020-03-26,0.0,2.0,9.0,98.0
172,36003,46262.0,80458715.0,2020-03-25,0.0,2.0,6.0,89.0
173,36003,46262.0,80458715.0,2020-03-24,0.0,2.0,5.0,83.0
174,36003,46262.0,80458715.0,2020-03-23,0.0,2.0,2.0,78.0
175,36003,46262.0,80458715.0,2020-03-22,0.0,2.0,39.0,76.0
176,36003,46262.0,80458715.0,2020-03-21,0.0,2.0,10.0,37.0
177,36003,46262.0,80458715.0,2020-03-20,0.0,2.0,10.0,27.0
178,36003,46262.0,80458715.0,2020-03-19,0.0,2.0,2.0,17.0
179,36003,46262.0,80458715.0,2020-03-18,0.0,2.0,3.0,15.0
180,36003,46262.0,80458715.0,2020-03-17,0.0,2.0,0.0,12.0
181,36003,46262.0,80458715.0,2020-03-16,0.0,2.0,1.0,12.0
182,36003,46262.0,80458715.0,2020-03-15,2.0,2.0,5.0,11.0
183,36003,46262.0,80458715.0,2020-03-14,0.0,0.0,1.0,6.0
184,36003,46262.0,80458715.0,2020-03-13,0.0,0.0,0.0,5.0
185,36003,46262.0,80458715.0,2020-03-12,0.0,0.0,1.0,5.0
186,36003,46262.0,80458715.0,2020-03-11,0.0,0.0,4.0,4.0
187,36003,46262.0,80458715.0,2020-03-10,0.0,0.0,0.0,0.0
188,36003,46262.0,80458715.0,2020-03-09,0.0,0.0,0.0,0.0
189,36003,46262.0,80458715.0,2020-03-08,0.0,0.0,0.0,0.0
190,36003,46262.0,80458715.0,2020-03-07,0.0,0.0,0.0,0.0
191,36003,46262.0,80458715.0,2020-03-06,0.0,0.0,0.0,0.0
192,36003,46262.0,80458715.0,2020-03-05,0.0,0.0,0.0,0.0
193,36003,46262.0,80458715.0,2020-03-04,0.0,0.0,0.0,0.0
194,36003,46262.0,80458715.0,2020-03-03,0.0,0.0,0.0,0.0
195,36003,46262.0,80458715.0,2020-03-02,0.0,0.0,0.0,0.0
196,36005,38566.0,,2020-06-07,72.0,46052.0,3718.0,222329.0
197,36005,38566.0,,2020-06-06,98.0,45980.0,4164.0,218611.0
198,36005,38566.0,,2020-06-05,104.0,45882.0,5144.0,214447.0
199,36005,38566.0,,2020-06-04,90.0,45778.0,4606.0,209303.0
200,36005,38566.0,,2020-06-03,117.0,45688.0,4303.0,204697.0
201,36005,38566.0,,2020-06-02,105.0,45571.0,3579.0,200394.0
202,36005,38566.0,,2020-06-01,107.0,45466.0,4069.0,196815.0
203,36005,38566.0,,2020-05-31,106.0,45359.0,3997.0,192746.0
204,36005,38566.0,,2020-05-30,137.0,45253.0,4338.0,188749.0
205,36005,38566.0,,2020-05-29,142.0,45116.0,4817.0,184411.0
206,36005,38566.0,,2020-05-28,221.0,44974.0,5781.0,179594.0
207,36005,38566.0,,2020-05-27,250.0,44753.0,5657.0,173813.0
208,36005,38566.0,,2020-05-26,139.0,44503.0,3064.0,168156.0
209,36005,38566.0,,2020-05-25,117.0,44364.0,2233.0,165092.0
210,36005,38566.0,,2020-05-24,110.0,44247.0,2445.0,162859.0
211,36005,38566.0,,2020-05-23,216.0,44137.0,4575.0,160414.0
212,36005,38566.0,,2020-05-22,155.0,43921.0,3518.0,155839.0
213,36005,38566.0,,2020-05-21,163.0,43766.0,3421.0,152321.0
214,36005,38566.0,,2020-05-20,185.0,43603.0,3618.0,148900.0
215,36005,38566.0,,2020-05-19,148.0,43418.0,2682.0,145282.0
216,36005,38566.0,,2020-05-18,112.0,43270.0,2102.0,142600.0
217,36005,38566.0,,2020-05-17,136.0,43158.0,2126.0,140498.0
218,36005,38566.0,,2020-05-16,210.0,43022.0,2861.0,138372.0
219,36005,38566.0,,2020-05-15,293.0,42812.0,3632.0,135511.0
220,36005,38566.0,,2020-05-14,539.0,42519.0,4408.0,131879.0
221,36005,38566.0,,2020-05-13,303.0,41980.0,3338.0,127471.0
222,36005,38566.0,,2020-05-12,236.0,41677.0,2678.0,124133.0
223,36005,38566.0,,2020-05-11,145.0,41441.0,1510.0,121455.0
224,36005,38566.0,,2020-05-10,237.0,41296.0,2140.0,119945.0
225,36005,38566.0,,2020-05-09,255.0,41059.0,2935.0,117805.0
226,36005,38566.0,,2020-05-08,271.0,40804.0,2873.0,114870.0
227,36005,38566.0,,2020-05-07,352.0,40533.0,3078.0,111997.0
228,36005,38566.0,,2020-05-06,342.0,40181.0,2786.0,108919.0
229,36005,38566.0,,2020-05-05,363.0,39839.0,2657.0,106133.0
230,36005,38566.0,,2020-05-04,253.0,39476.0,2001.0,103476.0
231,36005,38566.0,,2020-05-03,307.0,39223.0,1869.0,101475.0
232,36005,38566.0,,2020-05-02,466.0,38916.0,2857.0,99606.0
233,36005,38566.0,,2020-05-01,665.0,38450.0,3694.0,96749.0
234,36005,38566.0,,2020-04-30,541.0,37785.0,2824.0,93055.0
235,36005,38566.0,,2020-04-29,644.0,37244.0,2977.0,90231.0
236,36005,38566.0,,2020-04-28,606.0,36600.0,2938.0,87254.0
237,36005,38566.0,,2020-04-27,438.0,35994.0,2107.0,84316.0
238,36005,38566.0,,2020-04-26,586.0,35556.0,2363.0,82209.0
239,36005,38566.0,,2020-04-25,787.0,34970.0,2967.0,79846.0
240,36005,38566.0,,2020-04-24,1482.0,34183.0,4800.0,76879.0
241,36005,38566.0,,2020-04-23,1042.0,32701.0,3691.0,72079.0
242,36005,38566.0,,2020-04-22,791.0,31659.0,3084.0,68388.0
243,36005,38566.0,,2020-04-21,879.0,30868.0,2942.0,65304.0
244,36005,38566.0,,2020-04-20,617.0,29989.0,2050.0,62362.0
245,36005,38566.0,,2020-04-19,549.0,29372.0,1707.0,60312.0
246,36005,38566.0,,2020-04-18,804.0,28823.0,2162.0,58605.0
247,36005,38566.0,,2020-04-17,984.0,28019.0,2597.0,56443.0
248,36005,38566.0,,2020-04-16,1103.0,27035.0,2793.0,53846.0
249,36005,38566.0,,2020-04-15,1279.0,25932.0,2939.0,51053.0
250,36005,38566.0,,2020-04-14,1387.0,24653.0,2622.0,48114.0
251,36005,38566.0,,2020-04-13,1061.0,23266.0,2294.0,45492.0
252,36005,38566.0,,2020-04-12,764.0,22205.0,1623.0,43198.0
253,36005,38566.0,,2020-04-11,964.0,21441.0,2081.0,41575.0
254,36005,38566.0,,2020-04-10,1317.0,20477.0,2580.0,39494.0
255,36005,38566.0,,2020-04-09,1368.0,19160.0,2637.0,36914.0
256,36005,38566.0,,2020-04-08,1166.0,17792.0,2348.0,34277.0
257,36005,38566.0,,2020-04-07,1278.0,16626.0,2562.0,31929.0
258,36005,38566.0,,2020-04-06,1021.0,15348.0,1996.0,29367.0
259,36005,38566.0,,2020-04-05,959.0,14327.0,1628.0,27371.0
260,36005,38566.0,,2020-04-04,1053.0,13368.0,1778.0,25743.0
261,36005,38566.0,,2020-04-03,1229.0,12315.0,2108.0,23965.0
262,36005,38566.0,,2020-04-02,1159.0,11086.0,1946.0,21857.0
263,36005,38566.0,,2020-04-01,1066.0,9927.0,1754.0,19911.0
264,36005,38566.0,,2020-03-31,1095.0,8861.0,1818.0,18157.0
265,36005,38566.0,,2020-03-30,804.0,7766.0,1341.0,16339.0
266,36005,38566.0,,2020-03-29,658.0,6962.0,1160.0,14998.0
267,36005,38566.0,,2020-03-28,901.0,6304.0,1529.0,13838.0
268,36005,38566.0,,2020-03-27,846.0,5403.0,1478.0,12309.0
269,36005,38566.0,,2020-03-26,829.0,4557.0,1428.0,10831.0
270,36005,38566.0,,2020-03-25,838.0,3728.0,1770.0,9403.0
271,36005,38566.0,,2020-03-24,611.0,2890.0,1188.0,7633.0
272,36005,38566.0,,2020-03-23,455.0,2279.0,970.0,6445.0
273,36005,38566.0,,2020-03-22,606.0,1824.0,1276.0,5475.0
274,36005,38566.0,,2020-03-21,367.0,1218.0,1044.0,4199.0
275,36005,38566.0,,2020-03-20,297.0,851.0,884.0,3155.0
276,36005,38566.0,,2020-03-19,191.0,554.0,605.0,2271.0
277,36005,38566.0,,2020-03-18,154.0,363.0,597.0,1666.0
278,36005,38566.0,,2020-03-17,123.0,209.0,433.0,1069.0
279,36005,38566.0,,2020-03-16,29.0,86.0,151.0,636.0
280,36005,38566.0,,2020-03-15,29.0,57.0,116.0,485.0
281,36005,38566.0,,2020-03-14,8.0,28.0,80.0,369.0
282,36005,38566.0,,2020-03-13,10.0,20.0,99.0,289.0
283,36005,38566.0,,2020-03-12,3.0,10.0,36.0,190.0
284,36005,38566.0,,2020-03-11,2.0,7.0,31.0,154.0
285,36005,38566.0,,2020-03-10,0.0,5.0,47.0,123.0
286,36005,38566.0,,2020-03-09,4.0,5.0,31.0,76.0
287,36005,38566.0,,2020-03-08,1.0,1.0,16.0,45.0
288,36005,38566.0,,2020-03-07,0.0,0.0,17.0,29.0
289,36005,38566.0,,2020-03-06,0.0,0.0,6.0,12.0
290,36005,38566.0,,2020-03-05,0.0,0.0,5.0,6.0
291,36005,38566.0,,2020-03-04,0.0,0.0,0.0,1.0
292,36005,38566.0,,2020-03-03,0.0,0.0,1.0,1.0
293,36005,38566.0,,2020-03-02,0.0,0.0,0.0,0.0
294,36007,50928.0,4646957052.0,2020-06-07,4.0,624.0,745.0,22789.0
295,36007,50928.0,4646957052.0,2020-06-06,7.0,620.0,950.0,22044.0
296,36007,50928.0,4646957052.0,2020-06-05,8.0,613.0,1311.0,21094.0
297,36007,50928.0,4646957052.0,2020-06-04,12.0,605.0,1417.0,19783.0
298,36007,50928.0,4646957052.0,2020-06-03,4.0,593.0,631.0,18366.0
299,36007,50928.0,4646957052.0,2020-06-02,11.0,589.0,826.0,17735.0
300,36007,50928.0,4646957052.0,2020-06-01,4.0,578.0,629.0,16909.0
301,36007,50928.0,4646957052.0,2020-05-31,8.0,574.0,777.0,16280.0
302,36007,50928.0,4646957052.0,2020-05-30,5.0,566.0,1002.0,15503.0
303,36007,50928.0,4646957052.0,2020-05-29,4.0,561.0,531.0,14501.0
304,36007,50928.0,4646957052.0,2020-05-28,12.0,557.0,614.0,13970.0
305,36007,50928.0,4646957052.0,2020-05-27,17.0,545.0,523.0,13356.0
306,36007,50928.0,4646957052.0,2020-05-26,6.0,528.0,369.0,12833.0
307,36007,50928.0,4646957052.0,2020-05-25,3.0,522.0,536.0,12464.0
308,36007,50928.0,4646957052.0,2020-05-24,18.0,519.0,669.0,11928.0
309,36007,50928.0,4646957052.0,2020-05-23,16.0,501.0,629.0,11259.0
310,36007,50928.0,4646957052.0,2020-05-22,17.0,485.0,645.0,10630.0
311,36007,50928.0,4646957052.0,2020-05-21,17.0,468.0,820.0,9985.0
312,36007,50928.0,4646957052.0,2020-05-20,15.0,451.0,419.0,9165.0
313,36007,50928.0,4646957052.0,2020-05-19,7.0,436.0,639.0,8746.0
314,36007,50928.0,4646957052.0,2020-05-18,6.0,429.0,295.0,8107.0
315,36007,50928.0,4646957052.0,2020-05-17,9.0,423.0,379.0,7812.0
316,36007,50928.0,4646957052.0,2020-05-16,1.0,414.0,486.0,7433.0
317,36007,50928.0,4646957052.0,2020-05-15,23.0,413.0,458.0,6947.0
318,36007,50928.0,4646957052.0,2020-05-14,7.0,390.0,343.0,6489.0
319,36007,50928.0,4646957052.0,2020-05-13,1.0,383.0,343.0,6146.0
320,36007,50928.0,4646957052.0,2020-05-12,3.0,382.0,291.0,5803.0
321,36007,50928.0,4646957052.0,2020-05-11,1.0,379.0,271.0,5512.0
322,36007,50928.0,4646957052.0,2020-05-10,5.0,378.0,319.0,5241.0
323,36007,50928.0,4646957052.0,2020-05-09,1.0,373.0,317.0,4922.0
324,36007,50928.0,4646957052.0,2020-05-08,8.0,372.0,252.0,4605.0
325,36007,50928.0,4646957052.0,2020-05-07,4.0,364.0,214.0,4353.0
326,36007,50928.0,4646957052.0,2020-05-06,15.0,360.0,333.0,4139.0
327,36007,50928.0,4646957052.0,2020-05-05,7.0,345.0,273.0,3806.0
328,36007,50928.0,4646957052.0,2020-05-04,4.0,338.0,180.0,3533.0
329,36007,50928.0,4646957052.0,2020-05-03,7.0,334.0,353.0,3353.0
330,36007,50928.0,4646957052.0,2020-05-02,22.0,327.0,415.0,3000.0
331,36007,50928.0,4646957052.0,2020-05-01,6.0,305.0,114.0,2585.0
332,36007,50928.0,4646957052.0,2020-04-30,15.0,299.0,110.0,2471.0
333,36007,50928.0,4646957052.0,2020-04-29,11.0,284.0,114.0,2361.0
334,36007,50928.0,4646957052.0,2020-04-28,7.0,273.0,87.0,2247.0
335,36007,50928.0,4646957052.0,2020-04-27,5.0,266.0,60.0,2160.0
336,36007,50928.0,4646957052.0,2020-04-26,4.0,261.0,69.0,2100.0
337,36007,50928.0,4646957052.0,2020-04-25,6.0,257.0,105.0,2031.0
338,36007,50928.0,4646957052.0,2020-04-24,19.0,251.0,212.0,1926.0
339,36007,50928.0,4646957052.0,2020-04-23,8.0,232.0,85.0,1714.0
340,36007,50928.0,4646957052.0,2020-04-22,5.0,224.0,102.0,1629.0
341,36007,50928.0,4646957052.0,2020-04-21,14.0,219.0,54.0,1527.0
342,36007,50928.0,4646957052.0,2020-04-20,6.0,205.0,47.0,1473.0
343,36007,50928.0,4646957052.0,2020-04-19,7.0,199.0,43.0,1426.0
344,36007,50928.0,4646957052.0,2020-04-18,6.0,192.0,52.0,1383.0
345,36007,50928.0,4646957052.0,2020-04-17,8.0,186.0,64.0,1331.0
346,36007,50928.0,4646957052.0,2020-04-16,11.0,178.0,82.0,1267.0
347,36007,50928.0,4646957052.0,2020-04-15,14.0,167.0,74.0,1185.0
348,36007,50928.0,4646957052.0,2020-04-14,7.0,153.0,73.0,1111.0
349,36007,50928.0,4646957052.0,2020-04-13,13.0,146.0,90.0,1038.0
350,36007,50928.0,4646957052.0,2020-04-12,7.0,133.0,39.0,948.0
351,36007,50928.0,4646957052.0,2020-04-11,9.0,126.0,60.0,909.0
352,36007,50928.0,4646957052.0,2020-04-10,5.0,117.0,31.0,849.0
353,36007,50928.0,4646957052.0,2020-04-09,7.0,112.0,58.0,818.0
